"","food.web","interaction","consumer","resource","mass","Genus","Family","Order","Class","Phylum","Kingdom","sp"
"8451",47,1,1526,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8452",9,1,1526,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8453",36,1,1526,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8454",45,1,1526,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8455",47,1,1530,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8456",46,1,1530,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8457",41,1,1531,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8458",46,1,1532,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8459",47,1,1532,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8460",31,1,1532,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8461",31,1,1533,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8462",21,1,1542,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8463",47,1,1546,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8464",21,1,1551,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8465",21,1,1552,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8466",41,1,1556,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8467",45,1,1556,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8468",41,1,1557,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8469",36,1,1559,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8470",46,1,1559,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8471",47,1,1559,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8472",36,1,1560,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8473",45,1,1561,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8474",46,1,1565,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8475",47,1,1565,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8476",36,1,1565,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8477",45,1,1565,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8478",47,1,1570,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8479",40,1,1573,805,1.056938395,"Habrocerus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Habrocerus capillaricornis"
"8480",40,1,778,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8481",40,1,796,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8482",39,1,799,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8483",39,1,803,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8484",40,1,803,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8485",40,1,805,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8486",39,1,806,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8487",40,1,806,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8488",39,1,807,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8489",39,1,811,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8490",40,1,811,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8491",40,1,812,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8492",39,1,812,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8493",39,1,822,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8494",40,1,823,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8495",39,1,833,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8496",40,1,833,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8497",39,1,834,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8498",40,1,834,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8499",40,1,839,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8500",39,1,839,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8501",39,1,841,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8502",40,1,841,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8503",39,1,842,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8504",39,1,843,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8505",40,1,843,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8506",39,1,846,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8507",40,1,847,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8508",39,1,850,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8509",40,1,850,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8510",39,1,1124,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8511",39,1,1128,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8512",39,1,1132,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8513",39,1,1180,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8514",39,1,1181,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8515",40,1,1182,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8516",40,1,1183,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8517",40,1,1184,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8518",39,1,1193,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8519",39,1,1194,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8520",39,1,1202,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8521",40,1,1210,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8522",39,1,1211,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8523",39,1,1226,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8524",40,1,1238,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8525",39,1,730,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8526",39,1,731,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8527",40,1,731,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8528",39,1,1353,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8529",40,1,1353,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8530",40,1,1357,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8531",40,1,738,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8532",39,1,738,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8533",39,1,1384,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8534",40,1,1384,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8535",40,1,742,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8536",39,1,742,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8537",39,1,1400,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8538",40,1,1400,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8539",39,1,744,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8540",40,1,1451,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8541",39,1,1451,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8542",40,1,1458,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8543",39,1,1458,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8544",39,1,757,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8545",40,1,1513,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8546",40,1,1517,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8547",40,1,1523,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8548",39,1,1526,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8549",39,1,1559,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8550",39,1,1574,806,0.345256039,"Heterothops","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Heterothops sp. (juv)"
"8551",39,1,807,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8552",20,1,807,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8553",39,1,811,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8554",20,1,831,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8555",39,1,834,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8556",39,1,846,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8557",20,1,846,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8558",20,1,847,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8559",20,1,855,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8560",39,1,1128,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8561",39,1,1132,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8562",39,1,1180,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8563",39,1,1181,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8564",39,1,1193,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8565",39,1,1194,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8566",39,1,1198,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8567",39,1,1202,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8568",39,1,1211,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8569",20,1,1238,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8570",39,1,730,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8571",39,1,731,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8572",39,1,1353,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8573",20,1,738,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8574",39,1,738,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8575",20,1,739,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8576",39,1,1384,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8577",20,1,740,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8578",20,1,741,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8579",39,1,742,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8580",39,1,744,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8581",39,1,1451,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8582",20,1,1458,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8583",39,1,1458,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8584",39,1,757,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8585",20,1,1526,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8586",39,1,1526,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8587",20,1,1550,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8588",39,1,1559,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8589",39,1,1565,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8590",39,1,1573,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8591",39,1,1574,807,2.02802544,"Liogluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Liogluta longiuscula"
"8592",28,1,809,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8593",8,1,809,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8594",8,1,1258,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8595",8,1,1284,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8596",8,1,738,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8597",28,1,738,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8598",8,1,739,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8599",28,1,739,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8600",28,1,740,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8601",8,1,741,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8602",28,1,742,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8603",8,1,742,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8604",8,1,744,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8605",28,1,744,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8606",28,1,1468,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8607",8,1,1475,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8608",28,1,753,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8609",28,1,754,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8610",8,1,1513,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8611",8,1,1533,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8612",8,1,761,809,22.56244779,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius punctulatus"
"8613",25,1,801,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8614",28,1,809,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8615",28,1,810,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8616",25,1,810,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8617",45,1,810,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8618",42,1,810,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8619",10,1,810,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8620",35,1,810,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8621",17,1,810,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8622",5,1,810,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8623",5,1,825,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8624",25,1,825,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8625",28,1,825,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8626",10,1,825,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8627",17,1,825,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8628",25,1,826,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8629",28,1,828,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8630",25,1,828,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8631",28,1,830,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8632",45,1,834,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8633",28,1,846,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8634",17,1,846,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8635",5,1,846,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8636",45,1,846,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8637",35,1,847,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8638",42,1,847,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8639",28,1,847,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8640",25,1,847,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8641",5,1,847,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8642",10,1,847,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8643",25,1,857,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8644",10,1,1128,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8645",45,1,1128,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8646",42,1,1130,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8647",35,1,1130,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8648",45,1,1133,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8649",35,1,1134,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
"8650",42,1,1134,810,3.693546703,"Othius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Othius subuliformis"
