,ASV,unique_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Class_bold,Order_bold,Family_bold,Genus_bold,Species_bold,ID_bold,ID_level,BLAST_unique_ID,blast_Domain,blast_Phylum,blast_Class,blast_Order,blast_Family,blast_Genus,blast_Species
765,ASV_498,Blaberidae,Eukaryota,Arthropoda,Insecta,Blattodea,Blaberidae,,,Insecta,Blattodea,Blaberidae,Pycnoscelus indicus,Pycnoscelus indicus,Pycnoscelus indicus,Family,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,
465,ASV_59,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,,Insecta,Blattodea,,,,Blattodea,Order,,,,,,,,
766,ASV_746,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,,Insecta,Blattodea,Blaberidae,Pycnoscelus indicus,Pycnoscelus surinamensis,Pycnoscelus surinamensis,Order,,,,,,,,
762,ASV_80,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,,Insecta,Blattodea,Blaberidae,Pycnoscelus indicus,Pycnoscelus surinamensis,Pycnoscelus surinamensis,Order,,,,,,,,
767,ASV_808,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,,Insecta,Blattodea,Blaberidae,Pycnoscelus indicus,Pycnoscelus surinamensis,Pycnoscelus surinamensis,Order,,,,,,,,
466,ASV_860,Ectobiidae,Eukaryota,Arthropoda,Insecta,Blattodea,Ectobiidae,,,Insecta,Blattodea,,,,Blattodea,Family,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,
304,ASV_1047,Curculionidae,Eukaryota,Arthropoda,Insecta,Coleoptera,Curculionidae,,,,,,,,,Family,Coleoptera,Eukaryota,Arthropoda,Insecta,Coleoptera,,,
712,ASV_1095,Insecta,Eukaryota,Arthropoda,Insecta,Coleoptera,,,,Insecta,Coleoptera,,,,Coleoptera,Order,,,,,,,,
715,ASV_1439,Insecta,Eukaryota,Arthropoda,Insecta,Coleoptera,,,,Insecta,Coleoptera,,,,Coleoptera,Order,,,,,,,,
716,ASV_1670,Insecta,Eukaryota,Arthropoda,Insecta,Coleoptera,,,,Insecta,Coleoptera,,,,Coleoptera,Order,,,,,,,,
706,ASV_306,Insecta,Eukaryota,Arthropoda,Insecta,Coleoptera,,,,Insecta,Coleoptera,,,,Coleoptera,Order,,,,,,,,
699,ASV_1001,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
638,ASV_108,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
639,ASV_116,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
640,ASV_126,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
641,ASV_138,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
642,ASV_140,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
700,ASV_1410,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
701,ASV_1527,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
643,ASV_162,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
702,ASV_1622,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
644,ASV_165,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
645,ASV_170,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Order,Dermaptera,,,,,,,
647,ASV_175,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
631,ASV_18,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
648,ASV_188,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
649,ASV_195,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
650,ASV_197,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
651,ASV_204,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
652,ASV_205,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
705,ASV_208,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
654,ASV_235,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
655,ASV_238,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
656,ASV_246,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
657,ASV_252,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
658,ASV_260,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
659,ASV_276,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
660,ASV_277,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
661,ASV_282,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
662,ASV_288,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
663,ASV_289,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
664,ASV_290,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
665,ASV_305,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,,,,,,,,
666,ASV_315,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
667,ASV_317,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
703,ASV_32,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
668,ASV_320,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
669,ASV_338,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
670,ASV_343,Anisolabididae,Eukaryota,Arthropoda,Insecta,Dermaptera,Anisolabididae,,,Insecta,Dermaptera,,,,Dermaptera,Family,Dermaptera,,,,,,,
671,ASV_355,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
672,ASV_368,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
673,ASV_369,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
674,ASV_380,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
675,ASV_384,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
676,ASV_390,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
677,ASV_391,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
630,ASV_4,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
678,ASV_406,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
679,ASV_433,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
680,ASV_453,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
681,ASV_466,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
682,ASV_474,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
632,ASV_50,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
633,ASV_51,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
683,ASV_513,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
684,ASV_527,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
685,ASV_550,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
634,ASV_57,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
686,ASV_581,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
687,ASV_583,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
688,ASV_588,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
708,ASV_599,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
689,ASV_606,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
690,ASV_608,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
691,ASV_627,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
692,ASV_634,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
635,ASV_67,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
636,ASV_68,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
694,ASV_693,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
695,ASV_704,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
696,ASV_768,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
697,ASV_950,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
637,ASV_97,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
698,ASV_972,Insecta,Eukaryota,Arthropoda,Insecta,Dermaptera,,,,Insecta,Dermaptera,,,,Dermaptera,Order,,,,,,,,
728,ASV_1007,Diptera,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,Chloropidae,Gaurax,Gaurax bicoloripes,Gaurax bicoloripes,Order,,,,,,,,
305,ASV_109,Diptera,Eukaryota,Arthropoda,Insecta,Diptera,,,,,,,,,,Order,,,,,,,,
450,ASV_1345,Calliphoridae,Eukaryota,Arthropoda,Insecta,Diptera,Calliphoridae,,,Insecta,Diptera,,,,Diptera,Family,Diptera,,,,,,,
713,ASV_1356,Insecta,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,Phoridae,Chonocephalus,,Chonocephalus sp.,Order,,,,,,,,
714,ASV_1360,Insecta,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,,,,Diptera,Order,,,,,,,,
717,ASV_1672,Insecta,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,,,,Diptera,Order,,,,,,,,
646,ASV_173,Insecta,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,Chloropidae,Siphunculina,Siphunculina striolata,Siphunculina striolata,Order,,,,,,,,
704,ASV_179,Insecta,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,,,,Diptera,Order,,,,,,,,
306,ASV_213,Diptera,Eukaryota,Arthropoda,Insecta,Diptera,,,,,,,,,,Order,,,,,,,,
307,ASV_218,Diptera,Eukaryota,Arthropoda,Insecta,Diptera,,,,,,,,,,Order,,,,,,,,
440,ASV_257,Diptera,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,,,,Diptera,Order,,,,,,,,
313,ASV_383,Diptera,Eukaryota,Arthropoda,Insecta,Diptera,,,,,,,,,,Order,,,,,,,,
707,ASV_450,Insecta,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,,,,Diptera,Order,,,,,,,,
449,ASV_516,Dolichopodidae,Eukaryota,Arthropoda,Insecta,Diptera,Dolichopodidae,,,Insecta,Diptera,,,,Diptera,Family,Diptera,,,,,,,
311,ASV_520,Culicidae,Eukaryota,Arthropoda,Insecta,Diptera,Culicidae,,,,,,,,,Family,Diptera,,,,,,,
693,ASV_658,Insecta,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,,,,Diptera,Order,,,,,,,,
709,ASV_687,Insecta,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,,,,Diptera,Order,,,,,,,,
727,ASV_696,Diptera,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,Ceratopogonidae,Dasyhelea,Dasyhelea ludingensis,Dasyhelea ludingensis,Order,,,,,,,,
710,ASV_739,Insecta,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,,,,Diptera,Order,,,,,,,,
711,ASV_748,Insecta,Eukaryota,Arthropoda,Insecta,Diptera,,,,Insecta,Diptera,Dolichopodidae,Chrysotus,Chrysotus cockerellae,Chrysotus cockerellae,Order,,,,,,,,
308,ASV_869,Chironomidae,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,,,,,,,Family,Diptera,,,,,,,
312,ASV_889,Psychodidae,Eukaryota,Arthropoda,Insecta,Diptera,Psychodidae,,,,,,,,,Family,Diptera,,,,,,,
309,ASV_935,Diptera,Eukaryota,Arthropoda,Insecta,Diptera,,,,,,,,,,Order,,,,,,,,
241,ASV_1689,Entomobryomorpha,Eukaryota,Arthropoda,Collembola,Entomobryomorpha,,,,,,,,,,Order,,,,,,,,
624,ASV_676,Arthropoda,Eukaryota,Arthropoda,Entognatha,Entomobryomorpha,,,,Entognatha,Entomobryomorpha,,,,Entomobryomorpha,Order,,,,,,,,
168,ASV_35,Geophilomorpha,Eukaryota,Arthropoda,Chilopoda,Geophilomorpha,,,,,,,,,,Order,,,,,,,,
653,ASV_219,Insecta,Eukaryota,Arthropoda,Insecta,Hemiptera,,,,Insecta,Hemiptera,,,,Hemiptera,Order,,,,,,,,
333,ASV_528,Hemiptera,Eukaryota,Arthropoda,Insecta,Hemiptera,,,,,,,,,,Order,,,,,,,,
334,ASV_646,Hemiptera,Eukaryota,Arthropoda,Insecta,Hemiptera,,,,,,,,,,Order,,,,,,,,
335,ASV_785,Hemiptera,Eukaryota,Arthropoda,Insecta,Hemiptera,,,,,,,,,,Order,,,,,,,,
336,ASV_857,Hemiptera,Eukaryota,Arthropoda,Insecta,Hemiptera,,,,,,,,,,Order,,,,,,,,
337,ASV_945,Hemiptera,Eukaryota,Arthropoda,Insecta,Hemiptera,,,,,,,,,,Order,,,,,,,,
452,ASV_1294,Hymenoptera,Eukaryota,Arthropoda,Insecta,Hymenoptera,,,,Insecta,Hymenoptera,,,,Hymenoptera,Order,,,,,,,,
743,ASV_1555,Hymenoptera,Eukaryota,Arthropoda,Insecta,Hymenoptera,,,,Insecta,Hymenoptera,Formicidae,Nylanderia bourbonica,Nylanderia bourbonica,Nylanderia bourbonica,Order,,,,,,,,
453,ASV_1582,Hymenoptera,Eukaryota,Arthropoda,Insecta,Hymenoptera,,,,Insecta,Hymenoptera,,,,Hymenoptera,Order,,,,,,,,
320,ASV_1629,Hymenoptera,Eukaryota,Arthropoda,Insecta,Hymenoptera,,,,,,,,,,Order,,,,,,,,
319,ASV_786,Hymenoptera,Eukaryota,Arthropoda,Insecta,Hymenoptera,,,,,,,,,,Order,,,,,,,,
623,ASV_903,Arthropoda,Eukaryota,Arthropoda,Insecta,Hymenoptera,,,,Insecta,Hymenoptera,,,,Hymenoptera,Order,,,,,,,,
622,ASV_507,Arthropoda,Eukaryota,Arthropoda,Malacostraca,Isopoda,,,,Malacostraca,Isopoda,,,,Isopoda,Order,,,,,,,,
302,ASV_1137,Lepidoptera,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,,,,,,,Order,,,,,,,,
718,ASV_211,Lepidoptera,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,Insecta,Lepidoptera,Agonoxenidae,Agonoxena,Agonoxena argaula,Agonoxena argaula,Order,,,,,,,,
719,ASV_371,Lepidoptera,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,Insecta,Lepidoptera,Tineidae,Erechthias,Erechthias simulans,Erechthias simulans,Order,,,,,,,,
301,ASV_911,Lepidoptera,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,,,,,,,Order,,,,,,,,
487,ASV_1003,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
363,ASV_1233,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
488,ASV_1298,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
489,ASV_1299,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
364,ASV_1300,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
490,ASV_1309,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
365,ASV_1317,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
491,ASV_1351,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
352,ASV_137,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
492,ASV_1372,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
366,ASV_1397,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
353,ASV_141,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
476,ASV_142,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
493,ASV_1470,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
494,ASV_1574,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
367,ASV_1585,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
368,ASV_1586,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
369,ASV_1607,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
354,ASV_163,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
495,ASV_1682,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
370,ASV_1708,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
355,ASV_171,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
496,ASV_1712,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
497,ASV_1714,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
498,ASV_1716,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
499,ASV_1721,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
500,ASV_1734,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
356,ASV_182,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
469,ASV_2,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
470,ASV_22,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
357,ASV_220,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
477,ASV_230,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
358,ASV_233,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
478,ASV_236,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
359,ASV_268,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
479,ASV_293,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
347,ASV_31,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
348,ASV_33,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
480,ASV_332,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
349,ASV_34,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
360,ASV_364,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
471,ASV_37,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
350,ASV_42,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
472,ASV_44,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
481,ASV_468,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
473,ASV_53,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
474,ASV_54,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
475,ASV_55,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
482,ASV_551,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
361,ASV_797,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
483,ASV_826,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
484,ASV_838,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
485,ASV_868,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,Insecta,Orthoptera,,,,Orthoptera,Order,,,,,,,,
362,ASV_906,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
351,ASV_92,Orthoptera,Eukaryota,Arthropoda,Insecta,Orthoptera,,,,,,,,,,Order,,,,,,,,
