Spider no	Site	Date	Month	Identity	Sex	Age	Predation events	Pepred	Weight	Aqua	Terr	Chir	Aqu	Det	Pred	Herb	Leps	Cole	Hete	Coll	Anthomyidae	Bibionidae	Ceratopogonidae	Chironomidae	Chloropidae	Coelopidae	Culicidae	Dolichopodidae	Drosophilidae	Empididae	Ephydridae	Lonchopteridae	Muscidae	Opomyzidae	Phoridae	Scathophagidae	Scatopsidae	Sphaeroceridae	Collembola	Heteroptera	Coleoptera	Lepidoptera
Spindel_386	Rohalla	150803	8	Pardosa sp	f	subad	2	2	0.3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_387	Rohalla	150803	8	Pardosa sp	f	subad	1	1	0.6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_388	Rohalla	150803	8	Pardosa sp	m	subad	1	1	0.3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_389	Rohalla	150803	8	Pardosa sp	f	subad	2	2	0.05	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_390	Rohalla	150803	8	Pardosa sp	f	subad	1	1	0.4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_391	Rohalla	150803	8	Pardosa sp	m	subad	3	3	0.3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_392	Rohalla	150803	8	Pardosa sp	f	subad	1	1	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_393	Rohalla	150803	8	Pardosa sp	x	juv	4	4	0.05	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Spindel_394	Rohalla	150803	8	Pardosa sp	x	juv	3	3	0.5	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Spindel_395	Rohalla	150803	8	Pardosa sp	f	subad	2	2	0.05	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_396	Rohalla	150803	8	Pardosa sp	x	juv	2	2	0.4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_397	Rohalla	150803	8	Pardosa sp	x	juv	2	2	0.3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_398	Rohalla	150803	8	Pardosa sp	f	subad	3	3	0.8	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_399	Rohalla	150803	8	Pardosa sp	x	juv	1	1	0.2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_400	Rohalla	150803	8	Pardosa sp	f	subad	1	1	0.2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_401	Rohalla	150803	8	Pardosa sp	f	subad	4	4	0.05	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
Spindel_402	Rohalla	150803	8	Pardosa sp	f	subad	2	2	0.4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Spindel_403	Rohalla	150803	8	Pardosa sp	x	juv	3	3	0.4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_404	Rohalla	150803	8	Pardosa sp	f	subad	2	2	0.1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_405	Rohalla	150803	8	Pardosa sp	f	subad	1	1	0.6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_406	Rohalla	150803	8	Pardosa sp	x	juv	3	3	0.3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_407	Rohalla	150803	8	Pardosa sp	f	subad	1	1	0.5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_408	Rohalla	150803	8	Pardosa sp	x	juv	2	2	0.2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_409	Rohalla	150803	8	Pardosa sp	x	juv	1	1	0.3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_410	Rohalla	150803	8	Pardosa sp	f	subad	1	1	0.5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_411	S om Byxelkrok	150904	9	Pardosa sp	m	subad	3	3	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_412	S om Byxelkrok	150904	9	Pardosa sp	m	subad	7	6	0.4	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1
Spindel_413	S om Byxelkrok	150904	9	Pardosa sp	x	juv	5	5	0.05	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_414	S om Byxelkrok	150904	9	Pardosa sp	x	juv	2	2	0.2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_415	S om Byxelkrok	150904	9	Pardosa sp	x	juv	3	3	0.4	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_416	S om Byxelkrok	150904	9	Pardosa prativaga	f	ad	2	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_417	S om Byxelkrok	150904	9	Pardosa sp	m	subad	4	3	0.05	1	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_418	S om Byxelkrok	150904	9	Pardosa prativaga	f	ad	5	5	1.5	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
Spindel_419	S om Byxelkrok	150904	9	Pardosa sp	x	juv	2	2	1.9	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_420	S om Byxelkrok	150904	9	Pardosa sp	x	juv	2	2	0.6	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_421	S om Byxelkrok	150904	9	Pardosa sp	m	subad	1	1	0.3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_422	S om Byxelkrok	150904	9	Pardosa sp	x	juv	4	4	0.05	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_423	S om Byxelkrok	150904	9	Pardosa prativaga	f	ad	5	4	1.1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_424	Borga hage	150904	9	Pardosa sp	f	subad	4	4	0.5	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_425	Borga hage	150904	9	Pardosa sp	f	subad	4	4	0.4	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
Spindel_426	Borga hage	150904	9	Pardosa sp	m	subad	3	3	0.4	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_427	Borga hage	150904	9	Pardosa sp	f	subad	4	4	0.4	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_428	Borga hage	150904	9	Pardosa sp	x	juv	1	1	0.3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_429	Borga hage	150904	9	Pardosa sp	m	subad	3	3	0.4	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_430	Borga hage	150904	9	Pardosa prativaga	f	ad	2	1	1.2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Spindel_431	Borga hage	150904	9	Pardosa prativaga	f	ad	2	2	1.1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_432	Borga hage	150904	9	Pardosa sp	f	subad	2	2	0.3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_433	Borga hage	150904	9	Pardosa sp	f	subad	2	2	0.05	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_434	Borga hage	150904	9	Pardosa sp	f	subad	1	1	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_435	Borga hage	150904	9	Pardosa sp	m	subad	2	2	0.5	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_436	Borga hage	150904	9	Pardosa sp	x	juv	1	1	0.5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_437	Borga hage	150904	9	Pardosa sp	f	subad	1	1	0.3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_438	Borga hage	150904	9	Pardosa sp	m	subad	2	2	0.5	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_439	Borga hage	150904	9	Pardosa sp	m	subad	1	1	0.5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_440	Borga hage	150904	9	Pardosa sp	m	subad	1	1	0.4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_441	Borga hage	150904	9	Pardosa sp	x	juv	1	1	0.6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_442	Borga hage	150904	9	Pardosa sp	x	juv	5	4	0.3	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_443	Borga hage	150904	9	Pardosa sp	f	subad	3	3	0.4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_444	Borga hage	150904	9	Pardosa sp	m	subad	2	2	0.4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_445	Borga hage	150904	9	Pardosa prativaga	f	ad	3	3	0.7	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_446	Borga hage	150904	9	Pardosa sp	f	subad	4	4	0.6	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_447	Borga hage	150904	9	Pardosa sp	x	juv	4	4	0.3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_448	Borga hage	150904	9	Pardosa sp	m	subad	3	3	0.2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_449	Fagerror	150904	9	Pardosa sp	f	subad	1	1	0.8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_450	Fagerror	150904	9	Pardosa sp	m	subad	1	1	0.7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_451	Fagerror	150904	9	Pardosa sp	m	subad	2	1	0.5	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_452	Fagerror	150904	9	Pardosa sp	f	subad	3	3	0.7	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_453	Fagerror	150904	9	Pardosa sp	f	subad	1	1	0.6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_454	Fagerror	150904	9	Pardosa sp	x	juv	2	2	0.5	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_455	Fagerror	150904	9	Pardosa sp	f	subad	4	4	0.9	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Spindel_456	Fagerror	150904	9	Pardosa sp	f	subad	2	2	0.9	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_457	Fagerror	150904	9	Pardosa sp	f	subad	4	3	0.3	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_458	Fagerror	150904	9	Pardosa sp	x	juv	4	4	0.4	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_459	Fagerror	150904	9	Pardosa sp	x	juv	1	1	0.4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_460	Fagerror	150904	9	Pardosa sp	x	juv	2	2	0.05	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_461	Fagerror	150904	9	Pardosa sp	m	subad	4	4	0.5	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_462	Fagerror	150904	9	Pardosa sp	m	subad	3	3	0.7	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_463	Fagerror	150904	9	Pardosa sp	m	subad	1	1	0.8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_464	Fagerror	150904	9	Pardosa sp	f	subad	2	2	0.8	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_465	Fagerror	150904	9	Pardosa sp	m	subad	5	5	0.3	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Spindel_466	Fagerror	150904	9	Pardosa sp	m	subad	4	4	0.6	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_467	Fagerror	150904	9	Pardosa sp	x	juv	1	1	0.4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_468	Fagerror	150904	9	Pardosa sp	x	juv	4	4	0.5	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Spindel_469	Fagerror	150904	9	Pardosa sp	m	subad	1	1	0.7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_470	Fagerror	150904	9	Pardosa sp	m	subad	3	3	0.5	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_471	Fagerror	150904	9	Pardosa sp	m	subad	3	3	0.2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_472	ventlinge	150904	9	Pardosa sp	m	subad	3	3	0.8	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_473	ventlinge	150904	9	Pardosa sp	m	subad	2	2	0.9	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_474	ventlinge	150904	9	Pardosa sp	m	subad	1	1	1.1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_475	ventlinge	150904	9	Pardosa sp	f	subad	1	1	0.8	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_476	ventlinge	150904	9	Pardosa sp	x	juv	2	2	1.2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_477	ventlinge	150904	9	Pardosa sp	f	subad	4	4	0.3	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_478	ventlinge	150904	9	Pardosa sp	f	subad	2	2	0.8	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_479	ventlinge	150904	9	Pardosa sp	m	subad	2	2	1.1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_480	ventlinge	150904	9	Pardosa sp	f	subad	4	4	1.1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_481	ventlinge	150904	9	Pardosa sp	f	subad	3	3	0.8	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_482	ventlinge	150904	9	Pardosa sp	f	subad	1	1	0.5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_483	Skarlov	150904	9	Pardosa sp	x	juv	2	2	0.6	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Spindel_484	Skarlov	150904	9	Pardosa sp	f	subad	2	2	0.4	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Spindel_485	Skarlov	150904	9	Pardosa sp	m	subad	2	2	0.5	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_486	Skarlov	150904	9	Pardosa sp	f	subad	4	4	0.8	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_487	Skarlov	150904	9	Pardosa sp	f	subad	5	5	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_488	Skarlov	150904	9	Pardosa sp	f	subad	4	3	0.5	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Spindel_489	Skarlov	150904	9	Pardosa sp	f	subad	2	2	0.7	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_490	Skarlov	150904	9	Pardosa sp	f	subad	1	1	0.7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_491	Skarlov	150904	9	Pardosa sp	m	subad	2	2	0.05	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_492	Skarlov	150904	9	Pardosa sp	f	subad	4	4	0.7	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_493	Skarlov	150904	9	Pardosa sp	x	juv	3	3	0.3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Spindel_494	Skarlov	150904	9	Pardosa sp	f	subad	5	5	0.7	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Spindel_495	Skarlov	150904	9	Pardosa sp	m	subad	2	2	0.4	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_496	Skarlov	150904	9	Pardosa sp	f	subad	5	4	0.6	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Spindel_497	Skarlov	150904	9	Pardosa sp	m	subad	5	5	0.8	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
Spindel_498	Skarlov	150904	9	Pardosa sp	m	subad	3	3	0.6	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_499	Skarlov	150904	9	Pardosa sp	m	subad	6	6	0.6	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
Spindel_500	Skarlov	150904	9	Pardosa sp	f	subad	4	4	0.6	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_501	Skarlov	150904	9	Pardosa sp	f	subad	6	6	0.7	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
Spindel_502	Skarlov	150904	9	Pardosa sp	m	subad	4	4	0.3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_503	Skarlov	150904	9	Pardosa sp	x	juv	5	5	0.6	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
Spindel_504	Skarlov	150904	9	Pardosa sp	f	subad	4	4	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
